epoch,step,train_loss,eval_loss,perplexity
1.0,720,1.075,0.0,1.0
2.0,1440,0.9734,0.9804906845092773,2.6657639701477303
3.0,2160,0.9388,0.9094774127006531,2.4830245971534217
